Description	Frames Taken	Total Frames	Slot #1	Slot #2	Slot #3	Slot #4	Slot #5	Slot #6	Slot #7	Slot #8	Slot #9	Slot #10	Slot #11	Slot #12	Slot #13	Slot #14	Slot #15	Slot #16	Slot #17	Slot #18	Slot #19	Slot #20	Shroom Fry	Shroom Roast	Shroom Steak	Honey Shroom	Maple Shroom	Jelly Shroom	Honey Super	Maple Super	Jelly Super	Honey Ultra	Maple Ultra	Jelly Ultra	Zess Dinner	Zess Special	Zess Deluxe	Spaghetti	Koopasta	Spicy Pasta	Ink Pasta	Spicy Soup	Fried Egg	Omelette Meal	Koopa Bun	Healthy Salad	Meteor Meal	Couples Cake	Mousse Cake	Shroom Cake	Choco Cake	Heartful Cake	Fruit Parfait	Mango Delight	Love Pudding	Zess Cookie	Shroom Crepe	Peach Tart	Koopa Tea	Zess Tea	Shroom Broth	Fresh Juice	Inky Sauce	Icicle Pop	Zess Frappe	Snow Bunny	Coco Candy	Honey Candy	Jelly Candy	Electro Pop	Fire Pop	Space Food	Poison Shroom	Trial Stew	Courage Meal	Coconut Bomb	Egg Bomb	Zess Dynamite	Mistake	Dried Bouquet
Use Turtley Leaf in slot 20 and Hot Sauce in slot 19 to make Inky Sauce, toss Fresh Juice in slot 9	97	848	Golden Leaf	Omelette Meal	Shooting Star	Slow Shroom	Volt Shroom	Mystery	Jammin Jelly	Ruin Powder	Inky Sauce	Ultra Shroom	Life Shroom	Honey Syrup	Maple Syrup	Fire Flower	Ice Storm	Hot Dog	Mystic Egg	Cake Mix	Hot Sauce	Turtley Leaf	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
Use Hot Sauce in slot 19 and Cake Mix in slot 18 to make Fire Pop, toss Omelette Meal in slot 2	87	935	Golden Leaf	Fire Pop	Shooting Star	Slow Shroom	Volt Shroom	Mystery	Jammin Jelly	Ruin Powder	Inky Sauce	Ultra Shroom	Life Shroom	Honey Syrup	Maple Syrup	Fire Flower	Ice Storm	Hot Dog	Mystic Egg	Cake Mix	Hot Sauce	Turtley Leaf	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	True	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False
Sort - Reverse Alphabetical	40	975	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Fire Pop	Volt Shroom	Honey Syrup	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	True	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False
Use Mystery in slot 11 to make Zess Tea, toss Fire Pop in slot 8	55	1030	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Zess Tea	Volt Shroom	Honey Syrup	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False
Use Slow Shroom in slot 13 to make (and toss) Shroom Roast	37	1067	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Zess Tea	Volt Shroom	Honey Syrup	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False
Use Mystery in slot 11 to make (and toss) Honey Shroom	41	1108	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Zess Tea	Volt Shroom	Honey Syrup	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False
Use Slow Shroom in slot 13 and Inky Sauce in slot 12 to make Poison Shroom, toss Zess Tea in slot 8	123	1231	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Honey Syrup	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Ultra Shroom in slot 20 and Cake Mix in slot 18 to make (and toss) Shroom Crepe	83	1314	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Honey Syrup	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	True	False	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Ultra Shroom in slot 20 and Honey Syrup in slot 10 to make Honey Ultra, auto-placed in slot 10	72	1386	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Honey Ultra	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	True	False	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Golden Leaf in slot 19 and Slow Shroom in slot 13 to make (and toss) Shroom Broth	95	1481	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Honey Ultra	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Mystery in slot 11 to make Spaghetti, toss Honey Ultra in slot 10	59	1540	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Spaghetti	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Turtley Leaf in slot 17 to make (and toss) Koopa Tea	29	1569	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Spaghetti	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	False	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Mystery in slot 11 to make (and toss) Zess Cookie	41	1610	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Spaghetti	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Mystery in slot 11 to make (and toss) Koopasta	41	1651	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Spaghetti	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False	True	True	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Mystery in slot 11 to make (and toss) Zess Dinner	41	1692	Jammin Jelly	Hot Sauce	Maple Syrup	Ruin Powder	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Spaghetti	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	True	False	False	True	True	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Cake Mix in slot 18 and Ruin Powder in slot 4 to make Heartful Cake, auto-placed in slot 4	64	1756	Jammin Jelly	Hot Sauce	Maple Syrup	Heartful Cake	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Spaghetti	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	False	True	False	False	True	True	False	True	False	False	True	False	False	True	True	False	False	False	True	True	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Ultra Shroom in slot 20 to make Shroom Steak, toss Heartful Cake in slot 4	29	1785	Jammin Jelly	Hot Sauce	Maple Syrup	Shroom Steak	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Spaghetti	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	False	False	False	True	True	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Hot Sauce in slot 2 and Spaghetti in slot 10 to make Spicy Pasta, auto-placed in slot 2	70	1855	Jammin Jelly	Spicy Pasta	Maple Syrup	Shroom Steak	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	NULL	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	False	False	True	True	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Cake Mix in slot 18 to make Mousse Cake, auto-placed in slot 10	4	1859	Jammin Jelly	Spicy Pasta	Maple Syrup	Shroom Steak	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Mousse Cake	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	False	False	True	True	False	False	False	False	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Spicy Pasta in slot 2 and Inky Sauce in slot 12 to make Ink Pasta, auto-placed in slot 2	72	1931	Jammin Jelly	Ink Pasta	Maple Syrup	Shroom Steak	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Mousse Cake	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False
Use Mystery in slot 11 to make Egg Bomb, toss Ink Pasta in slot 2	43	1974	Jammin Jelly	Egg Bomb	Maple Syrup	Shroom Steak	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Mousse Cake	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Cake Mix in slot 18 and Inky Sauce in slot 12 to make (and toss) Choco Cake	99	2073	Jammin Jelly	Egg Bomb	Maple Syrup	Shroom Steak	Hot Dog	Mystic Egg	Fire Flower	Poison Shroom	Volt Shroom	Mousse Cake	Mystery	Inky Sauce	Slow Shroom	Ice Storm	Life Shroom	Shooting Star	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	False	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Sort - Alphabetical	38	2111	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Shroom Steak	Shooting Star	Life Shroom	Ice Storm	Slow Shroom	Inky Sauce	Poison Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Jammin Jelly	False	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Volt Shroom in slot 14 to make (and toss) Shroom Fry	35	2146	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Shroom Steak	Shooting Star	Life Shroom	Ice Storm	Slow Shroom	Inky Sauce	Poison Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Jammin Jelly	True	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Fire Flower in slot 15 to make Spicy Soup, toss Slow Shroom in slot 9	49	2195	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Shroom Steak	Shooting Star	Life Shroom	Ice Storm	Spicy Soup	Inky Sauce	Poison Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Jammin Jelly	True	True	True	True	False	False	True	True	False	True	False	False	True	False	False	True	True	True	True	True	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Jammin Jelly in slot 20 and Life Shroom in slot 7 to make Jelly Super, auto-placed in slot 7	66	2261	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Shroom Steak	Shooting Star	Jelly Super	Ice Storm	Spicy Soup	Inky Sauce	Poison Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Jammin Jelly	True	True	True	True	False	False	True	True	True	True	False	False	True	False	False	True	True	True	True	True	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Jammin Jelly in slot 20 and Volt Shroom in slot 14 to make (and toss) Jelly Shroom	91	2352	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Shroom Steak	Shooting Star	Jelly Super	Ice Storm	Spicy Soup	Inky Sauce	Poison Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Jammin Jelly	True	True	True	True	False	True	True	True	True	True	False	False	True	False	False	True	True	True	True	True	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Maple Syrup in slot 19 and Volt Shroom in slot 14 to make (and toss) Maple Shroom	93	2445	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Shroom Steak	Shooting Star	Jelly Super	Ice Storm	Spicy Soup	Inky Sauce	Poison Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	False	False	True	False	False	True	True	True	True	True	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Sort - Reverse Alphabetical	40	2485	Jammin Jelly	Jelly Super	Maple Syrup	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	False	False	True	False	False	True	True	True	True	True	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Ultra Shroom in slot 19 and Maple Syrup in slot 3 to make Maple Ultra, auto-placed in slot 3	60	2545	Jammin Jelly	Jelly Super	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False
Use Cake Mix in slot 17 and Volt Shroom in slot 8 to make Electro Pop, auto-placed in slot 8	74	2619	Jammin Jelly	Jelly Super	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	True	True	False	True	False	False	False	True	False	False	False
