Description	Frames Taken	Total Frames	Slot #1	Slot #2	Slot #3	Slot #4	Slot #5	Slot #6	Slot #7	Slot #8	Slot #9	Slot #10	Slot #11	Slot #12	Slot #13	Slot #14	Slot #15	Slot #16	Slot #17	Slot #18	Slot #19	Slot #20	Shroom Fry	Shroom Roast	Shroom Steak	Honey Shroom	Maple Shroom	Jelly Shroom	Honey Super	Maple Super	Jelly Super	Honey Ultra	Maple Ultra	Jelly Ultra	Zess Dinner	Zess Special	Zess Deluxe	Spaghetti	Koopasta	Spicy Pasta	Ink Pasta	Spicy Soup	Fried Egg	Omelette Meal	Koopa Bun	Healthy Salad	Meteor Meal	Couples Cake	Mousse Cake	Shroom Cake	Choco Cake	Heartful Cake	Fruit Parfait	Mango Delight	Love Pudding	Zess Cookie	Shroom Crepe	Peach Tart	Koopa Tea	Zess Tea	Shroom Broth	Fresh Juice	Inky Sauce	Icicle Pop	Zess Frappe	Snow Bunny	Coco Candy	Honey Candy	Jelly Candy	Electro Pop	Fire Pop	Space Food	Poison Shroom	Trial Stew	Courage Meal	Coconut Bomb	Egg Bomb	Zess Dynamite	Mistake	Dried Bouquet
Use Ultra Shroom in slot 19 to make Shroom Steak, toss Hot Sauce in slot 2	27	2014	Jammin Jelly	Shroom Steak	Maple Syrup	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Honey Syrup	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False	True	True	True	False	True	True	True	False	False	False	False	True	True	False	True	False	False	False	True	False	True	True	True	False	True	True	True	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False
Use Ultra Shroom in slot 19 and Maple Syrup in slot 3 to make Maple Ultra, auto-placed in slot 3	60	2074	Jammin Jelly	Shroom Steak	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Honey Syrup	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False	True	True	True	False	True	True	True	False	False	False	False	True	True	False	True	False	False	False	True	False	True	True	True	False	True	True	True	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False
Use Cake Mix in slot 17 and Volt Shroom in slot 8 to make Electro Pop, auto-placed in slot 8	74	2148	Jammin Jelly	Shroom Steak	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Honey Syrup	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False	True	True	True	False	True	True	True	False	False	False	False	True	True	False	True	False	False	False	True	False	True	True	True	False	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Ultra Shroom in slot 19 and Honey Syrup in slot 10 to make Honey Ultra, auto-placed in slot 10	74	2222	Jammin Jelly	Shroom Steak	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	False	True	True	True	False	False	False	False	True	True	False	True	False	False	False	True	False	True	True	True	False	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Ultra Shroom in slot 19 and Cake Mix in slot 17 to make (and toss) Shroom Crepe	87	2309	Jammin Jelly	Shroom Steak	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	False	True	True	True	False	False	False	False	True	True	False	True	False	False	False	True	True	True	True	True	False	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Golden Leaf in slot 18 and Turtley Leaf in slot 16 to make Healthy Salad, toss Maple Ultra in slot 3	95	2404	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	False	True	True	True	False	True	False	False	True	True	False	True	False	False	False	True	True	True	True	True	False	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Golden Leaf in slot 18 and Slow Shroom in slot 12 to make (and toss) Shroom Broth	99	2503	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	False	True	True	True	False	True	False	False	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Cake Mix in slot 17 and Inky Sauce in slot 11 to make (and toss) Choco Cake	103	2606	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	False	True	True	True	False	True	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Spicy Pasta in slot 15 and Inky Sauce in slot 11 to make (and toss) Ink Pasta	107	2713	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Golden Leaf in slot 18 and Ice Storm in slot 13 to make Snow Bunny, toss Electro Pop in slot 8	111	2824	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Snow Bunny	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Spicy Soup in slot 20 and Snow Bunny in slot 8 to make Couples Cake, auto-placed in slot 8	68	2892	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Couples Cake	Egg Bomb	Honey Ultra	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	False	False	False	False	True	False	False	False
Use Slow Shroom in slot 12 and Inky Sauce in slot 11 to make Poison Shroom, toss Honey Ultra in slot 10	131	3023	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Couples Cake	Egg Bomb	Poison Shroom	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	True	False	False	False	True	False	False	False
Use Couples Cake in slot 8 and Poison Shroom in slot 10 to make Trial Stew, auto-placed in slot 8	82	3105	Jammin Jelly	Shroom Steak	Healthy Salad	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Trial Stew	Egg Bomb	NULL	Inky Sauce	Slow Shroom	Ice Storm	Shooting Star	Spicy Pasta	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	True	True	False	False	True	False	False	False
Sort - Alphabetical	38	3143	Spicy Soup	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Spicy Pasta	Shroom Steak	Shooting Star	Ice Storm	Trial Stew	Slow Shroom	Inky Sauce	Egg Bomb	Fire Flower	Mystic Egg	Healthy Salad	Hot Dog	Mousse Cake	Jammin Jelly	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	True	True	False	False	True	False	False	False
Use Ultra Shroom in slot 2 and Jammin Jelly in slot 19 to make Jelly Ultra, auto-placed in slot 2	56	3199	Spicy Soup	Jelly Ultra	Golden Leaf	Cake Mix	Turtley Leaf	Spicy Pasta	Shroom Steak	Shooting Star	Ice Storm	Trial Stew	Slow Shroom	Inky Sauce	Egg Bomb	Fire Flower	Mystic Egg	Healthy Salad	Hot Dog	Mousse Cake	Jammin Jelly	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	True	True	False	False	True	False	False	False
Ch.5 Break: DB put in slot 10, CO put in slot 9, KM put in slot 3, CS put in slot 2	124	3323	Spicy Soup	Courage Shell	Keel Mango	Cake Mix	Turtley Leaf	Spicy Pasta	Shroom Steak	Shooting Star	Coconut	Dried Bouquet	Slow Shroom	Inky Sauce	Egg Bomb	Fire Flower	Mystic Egg	Healthy Salad	Hot Dog	Mousse Cake	Jammin Jelly	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	True	True	False	False	True	False	False	True
Use Spicy Soup in slot 1 and Dried Bouquet in slot 10 to make Space Food, auto-placed in slot 1	70	3393	Space Food	Courage Shell	Keel Mango	Cake Mix	Turtley Leaf	Spicy Pasta	Shroom Steak	Shooting Star	Coconut	NULL	Slow Shroom	Inky Sauce	Egg Bomb	Fire Flower	Mystic Egg	Healthy Salad	Hot Dog	Mousse Cake	Jammin Jelly	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Healthy Salad in slot 16 and Spicy Pasta in slot 6 to make Zess Special, auto-placed in slot 6	70	3463	Space Food	Courage Shell	Keel Mango	Cake Mix	Turtley Leaf	Zess Special	Shroom Steak	Shooting Star	Coconut	NULL	Slow Shroom	Inky Sauce	Egg Bomb	Fire Flower	Mystic Egg	Healthy Salad	Hot Dog	Mousse Cake	Jammin Jelly	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Courage Shell in slot 2 and Zess Special in slot 6 to make Courage Meal, auto-placed in slot 2	62	3525	Space Food	Courage Meal	Keel Mango	Cake Mix	Turtley Leaf	NULL	Shroom Steak	Shooting Star	Coconut	NULL	Slow Shroom	Inky Sauce	Egg Bomb	Fire Flower	Mystic Egg	Healthy Salad	Hot Dog	Mousse Cake	Jammin Jelly	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	False	True	False	False	True
Sort - Type	39	3564	Slow Shroom	Jammin Jelly	Fire Flower	Shooting Star	Hot Dog	Coconut	Mystic Egg	Keel Mango	Cake Mix	Turtley Leaf	Shroom Steak	Healthy Salad	Mousse Cake	Inky Sauce	Space Food	Courage Meal	Egg Bomb	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	False	True	False	False	True
Use Shooting Star in slot 4 and Shroom Steak in slot 11 to make Meteor Meal, auto-placed in slot 4	72	3636	Slow Shroom	Jammin Jelly	Fire Flower	Meteor Meal	Hot Dog	Coconut	Mystic Egg	Keel Mango	Cake Mix	Turtley Leaf	Shroom Steak	Healthy Salad	Mousse Cake	Inky Sauce	Space Food	Courage Meal	Egg Bomb	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	False	True	False	False	True
Use Healthy Salad in slot 12 and Shroom Steak in slot 11 to make Zess Deluxe, toss Slow Shroom in slot 1	101	3737	Zess Deluxe	Jammin Jelly	Fire Flower	Meteor Meal	Hot Dog	Coconut	Mystic Egg	Keel Mango	Cake Mix	Turtley Leaf	Shroom Steak	Healthy Salad	Mousse Cake	Inky Sauce	Space Food	Courage Meal	Egg Bomb	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	False	True	False	False	True
Sort - Reverse Type	41	3778	Egg Bomb	Courage Meal	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Turtley Leaf	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	False	True	False	False	True
Use Keel Mango in slot 12 and Turtley Leaf in slot 10 to make Koopa Bun, auto-placed in slot 10	80	3858	Egg Bomb	Courage Meal	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	False	True	False	False	True
Use Fire Flower in slot 16 and Coconut in slot 14 to make Coconut Bomb, toss Courage Meal in slot 2	89	3947	Egg Bomb	Coconut Bomb	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	False	True
Use Egg Bomb in slot 1 and Coconut Bomb in slot 2 to make Zess Dynamite, auto-placed in slot 1	56	4003	Zess Dynamite	NULL	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	False	True
Use Jammin Jelly in slot 17 and Keel Mango in slot 12 to make Fruit Parfait, auto-placed in slot 2	66	4069	Zess Dynamite	Fruit Parfait	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	False	True
Use Jammin Jelly in slot 17 and Cake Mix in slot 11 to make Jelly Candy, toss Zess Dynamite in slot 1	91	4160	Jelly Candy	Fruit Parfait	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	True
Use Coconut in slot 14 and Cake Mix in slot 11 to make Coco Candy, toss Jelly Candy in slot 1	97	4257	Coco Candy	Fruit Parfait	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
Use Keel Mango in slot 12 and Cake Mix in slot 11 to make Mango Delight, toss Coco Candy in slot 1	101	4358	Mango Delight	Fruit Parfait	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
Use Mango Delight in slot 1 and Mystic Egg in slot 13 to make Love Pudding, auto-placed in slot 1	64	4422	Love Pudding	Fruit Parfait	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
Use Love Pudding in slot 1 to make Mistake, auto-placed in slot 1 (No-Toss 5 Frame Penalty for Jump Storage)	5	4427	Mistake	Fruit Parfait	Space Food	Inky Sauce	Mousse Cake	Meteor Meal	Healthy Salad	Zess Deluxe	Shroom Steak	Koopa Bun	Cake Mix	Keel Mango	Mystic Egg	Coconut	Hot Dog	Fire Flower	Jammin Jelly	BLOCKED	BLOCKED	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
